,Unnamed: 0,traveller_id,wt_css_o,wt_css_d,wt_css,cs_duration,walking_duration,public_duration,bicycling_duration,taxi_duration,purpose,bike_ownership
1273,798,t798,4.0,7.0,11.0,15 mins,55 mins,24 mins,19 mins,15 mins,leisure,yes
1274,871,t871,7.0,3.0,10.0,10 mins,55 mins,15 mins,16 mins,10 mins,errand,no
1275,872,t872,7.0,2.0,9.0,14 mins,55 mins,22 mins,16 mins,13 mins,errand,yes
1276,886,t886,7.0,2.0,9.0,12 mins,55 mins,21 mins,17 mins,13 mins,commuting,no
1277,887,t887,7.0,2.0,9.0,12 mins,55 mins,21 mins,18 mins,13 mins,commuting,no
1278,1109,t1189,2.0,7.0,9.0,14 mins,55 mins,21 mins,14 mins,12 mins,commuting,yes
1279,1276,t1356,7.0,6.0,13.0,15 mins,55 mins,28 mins,15 mins,13 mins,commuting,yes
1280,1278,t1358,7.0,7.0,14.0,15 mins,55 mins,25 mins,15 mins,13 mins,errand,yes
1281,1314,t1394,5.0,6.0,11.0,16 mins,55 mins,27 mins,17 mins,12 mins,commuting,yes
1282,1389,t1469,6.0,7.0,13.0,14 mins,55 mins,29 mins,15 mins,12 mins,leisure,no
1283,1390,t1470,6.0,5.0,11.0,15 mins,55 mins,17 mins,15 mins,12 mins,leisure,yes
1284,1439,t1519,7.0,8.0,15.0,15 mins,55 mins,28 mins,14 mins,15 mins,commuting,yes
1285,1455,t1535,7.0,7.0,14.0,15 mins,55 mins,17 mins,17 mins,14 mins,leisure,yes
1286,1467,t1547,7.0,7.0,14.0,14 mins,55 mins,25 mins,14 mins,12 mins,commuting,yes
1287,182,t182,8.0,6.0,14.0,15 mins,56 mins,36 mins,18 mins,14 mins,leisure,no
1288,183,t183,8.0,6.0,14.0,15 mins,56 mins,36 mins,18 mins,14 mins,errand,yes
1289,270,t270,8.0,6.0,14.0,16 mins,56 mins,33 mins,15 mins,16 mins,errand,yes
1290,353,t353,8.0,6.0,14.0,13 mins,56 mins,26 mins,17 mins,11 mins,errand,yes
1291,365,t365,8.0,6.0,14.0,14 mins,56 mins,37 mins,17 mins,16 mins,commuting,yes
1292,594,t594,6.0,8.0,14.0,15 mins,56 mins,28 mins,15 mins,16 mins,leisure,yes
1293,720,t720,7.0,2.0,9.0,14 mins,56 mins,25 mins,19 mins,13 mins,leisure,yes
1294,792,t792,4.0,5.0,9.0,11 mins,56 mins,16 mins,18 mins,15 mins,commuting,yes
1295,853,t853,5.0,5.0,10.0,13 mins,56 mins,17 mins,18 mins,13 mins,errand,yes
1296,854,t854,5.0,2.0,7.0,13 mins,56 mins,18 mins,18 mins,13 mins,errand,yes
1297,1300,t1380,5.0,5.0,10.0,13 mins,56 mins,19 mins,17 mins,12 mins,errand,yes
1298,1338,t1418,2.0,5.0,7.0,13 mins,56 mins,20 mins,16 mins,12 mins,errand,yes
1299,1353,t1433,2.0,4.0,6.0,16 mins,56 mins,22 mins,15 mins,13 mins,leisure,yes
1300,1361,t1441,6.0,8.0,14.0,15 mins,56 mins,27 mins,15 mins,16 mins,commuting,yes
1301,1430,t1510,4.0,2.0,6.0,15 mins,56 mins,23 mins,15 mins,13 mins,business,yes
1302,82,t82,6.0,3.0,9.0,10 mins,57 mins,31 mins,17 mins,11 mins,leisure,yes
1303,231,t231,3.0,6.0,9.0,15 mins,57 mins,27 mins,16 mins,13 mins,business,yes
1304,244,t244,8.0,5.0,13.0,17 mins,57 mins,35 mins,18 mins,16 mins,errand,yes
1305,311,t311,7.0,7.0,14.0,16 mins,57 mins,29 mins,16 mins,16 mins,commuting,yes
1306,435,t435,5.0,8.0,13.0,16 mins,57 mins,32 mins,16 mins,16 mins,leisure,yes
1307,487,t487,5.0,4.0,9.0,11 mins,57 mins,14 mins,18 mins,15 mins,commuting,yes
1308,489,t489,5.0,7.0,12.0,10 mins,57 mins,13 mins,19 mins,14 mins,leisure,yes
1309,857,t857,5.0,7.0,12.0,14 mins,57 mins,16 mins,18 mins,15 mins,commuting,yes
1310,870,t870,7.0,5.0,12.0,10 mins,57 mins,15 mins,18 mins,14 mins,errand,yes
1311,1015,t1095,6.0,8.0,14.0,15 mins,57 mins,34 mins,20 mins,14 mins,leisure,yes
1312,1275,t1355,7.0,2.0,9.0,12 mins,57 mins,24 mins,16 mins,12 mins,errand,yes
1313,1351,t1431,2.0,7.0,9.0,13 mins,57 mins,29 mins,16 mins,12 mins,errand,yes
1314,1362,t1442,6.0,7.0,13.0,15 mins,57 mins,28 mins,16 mins,17 mins,business,no
1315,1399,t1479,4.0,3.0,7.0,15 mins,57 mins,33 mins,18 mins,13 mins,commuting,yes
1316,1440,t1520,7.0,7.0,14.0,15 mins,57 mins,29 mins,15 mins,16 mins,leisure,no
1317,25,t25,6.0,10.0,16.0,14 mins,58 mins,23 mins,17 mins,14 mins,leisure,yes
1318,194,t194,8.0,7.0,15.0,15 mins,58 mins,24 mins,18 mins,14 mins,leisure,yes
1319,309,t309,7.0,6.0,13.0,16 mins,58 mins,33 mins,16 mins,17 mins,leisure,yes
1320,396,t396,6.0,8.0,14.0,16 mins,58 mins,29 mins,19 mins,19 mins,commuting,yes
1321,423,t423,6.0,7.0,13.0,14 mins,58 mins,34 mins,17 mins,14 mins,leisure,yes
1322,436,t436,5.0,7.0,12.0,16 mins,58 mins,32 mins,16 mins,17 mins,leisure,yes
1323,1237,t1317,6.0,6.0,12.0,15 mins,58 mins,22 mins,15 mins,11 mins,leisure,yes
1324,1239,t1319,6.0,7.0,13.0,15 mins,58 mins,25 mins,14 mins,12 mins,leisure,yes
1325,1250,t1330,7.0,6.0,13.0,14 mins,58 mins,32 mins,19 mins,14 mins,errand,yes
1326,1352,t1432,2.0,6.0,8.0,16 mins,58 mins,28 mins,18 mins,13 mins,leisure,yes
1327,1388,t1468,6.0,6.0,12.0,14 mins,58 mins,24 mins,15 mins,12 mins,leisure,yes
1328,1391,t1471,6.0,2.0,8.0,15 mins,58 mins,18 mins,16 mins,13 mins,commuting,yes
1329,1454,t1534,7.0,5.0,12.0,15 mins,58 mins,16 mins,18 mins,16 mins,errand,no
1330,1466,t1546,7.0,6.0,13.0,14 mins,58 mins,24 mins,15 mins,11 mins,leisure,yes
1331,24,t24,6.0,11.0,17.0,14 mins,59 mins,23 mins,16 mins,14 mins,errand,yes
1332,243,t243,8.0,6.0,14.0,17 mins,59 mins,32 mins,18 mins,19 mins,leisure,yes
1333,283,t283,7.0,5.0,12.0,17 mins,59 mins,35 mins,18 mins,17 mins,leisure,yes
1334,533,t533,3.0,6.0,9.0,10 mins,59 mins,22 mins,16 mins,11 mins,leisure,yes
1335,534,t534,3.0,6.0,9.0,10 mins,59 mins,22 mins,16 mins,11 mins,commuting,yes
1336,575,t575,2.0,2.0,4.0,9 mins,59 mins,40 mins,23 mins,9 mins,errand,yes
1337,779,t779,2.0,7.0,9.0,15 mins,59 mins,18 mins,18 mins,14 mins,errand,yes
1338,818,t818,4.0,7.0,11.0,15 mins,59 mins,18 mins,18 mins,14 mins,commuting,yes
1339,975,t975,11.0,6.0,17.0,14 mins,59 mins,24 mins,20 mins,13 mins,leisure,yes
1340,1024,t1104,6.0,3.0,9.0,9 mins,59 mins,26 mins,18 mins,13 mins,leisure,yes
1341,1063,t1143,2.0,2.0,4.0,10 mins,59 mins,44 mins,17 mins,9 mins,errand,yes
1342,1101,t1181,2.0,2.0,4.0,10 mins,59 mins,44 mins,16 mins,9 mins,leisure,no
1343,1360,t1440,6.0,3.0,9.0,15 mins,59 mins,24 mins,19 mins,13 mins,business,yes
1344,1437,t1517,7.0,8.0,15.0,15 mins,59 mins,21 mins,18 mins,14 mins,commuting,yes
1345,1453,t1533,7.0,4.0,11.0,14 mins,59 mins,18 mins,18 mins,15 mins,commuting,no
